0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
-66,-68,-71,-72,-72,-71,-73,-73,-73,-70,-70,-72,-69,-72,-72,-72,-73,-72,-71,-74,-72,-60,-75,-72,-72,-68,-68,-63,-67,-72,-72,-72,-70,-67,-70,-68,-73,-70,-73,-73,-69,-73,-72,-73,-66,-66,-73,-66,-73,-72,0.56,2.54
-69,-55,-67,-66,-65,0,0,0,-63,-63,-59,-67,-66,-61,-54,-70,-67,-62,-61,-60,-68,-59,-60,-65,-54,-66,-68,-52,-68,-64,-51,-66,-64,-69,-61,-65,-68,-62,-60,-59,-69,-63,-63,-62,-63,-72,-63,-72,-68,-69,3.04,2.3
-73,-74,-72,-67,-70,-75,-72,-73,-71,-71,-72,-70,-64,-73,-65,-66,-70,-70,-69,-72,-67,-69,-69,-67,-68,-74,-70,-73,-68,-68,-66,-74,-72,-73,0,-71,-71,-69,-70,-69,-71,-71,-68,-72,-70,-73,-73,-72,-72,-73,0.79,1.32
-69,-65,-71,-72,-63,-67,-68,-69,-67,-66,-66,-68,-60,-68,-65,-62,-62,-66,-72,-53,-44,-73,-68,-62,-61,-71,-69,-63,-20,-65,-56,0,-52,-60,-62,-51,-62,-56,-59,-68,-55,-60,-60,-63,-52,-55,-67,-50,-54,-61,3.74,3.64
0,-72,-72,-72,-73,-69,-72,-69,0,-71,0,-73,-62,-66,-65,-68,-65,-68,-66,-70,-68,-69,-69,-69,-59,-66,-68,-65,-69,-61,-68,-68,-66,-68,-70,-46,-61,-66,-57,-69,-58,-63,-65,-63,-67,-72,-64,-63,-65,-68,2.53,4.44
-65,-73,-64,-66,-66,-67,-65,-66,-64,-62,-70,-66,-57,-70,-65,-69,-64,0,-66,-72,-68,-69,-60,-70,-66,-67,-59,-69,-65,-68,-67,-71,-60,-70,-67,-69,-69,-67,-72,-69,-70,-73,-69,-70,-71,-71,-72,-71,-71,-67,2.1,0.78
-73,-72,-72,-74,-71,-74,-71,-75,-72,-72,-71,-71,-72,-67,-72,-72,-70,-70,-71,-72,-71,-75,-72,-66,-71,-71,-73,0,-70,-73,-69,-72,-70,-75,-67,-73,-71,-67,-73,-72,-67,-69,-72,-68,-73,-72,0,-68,0,0,1.25,4.78
-67,0,-71,-73,-72,-72,-70,-70,-73,-70,-72,-71,-72,-72,-73,-73,-74,-70,-72,-70,-73,-70,-66,-74,-64,-67,-73,-72,-71,-73,-70,-69,-72,-71,-70,-70,-71,-68,-67,-67,-68,-74,-70,-72,-73,-72,-72,-73,-68,-72,0.48,3.27
-70,-73,-71,-72,-68,-72,-69,-73,-68,-69,-69,-70,-71,0,0,-70,0,-64,-68,-67,-70,0,-69,-65,0,-65,-71,0,0,-65,-62,-64,-45,-73,-60,-61,-63,-62,-70,-64,-63,-70,-68,-66,-66,-66,-71,-69,-71,-65,2.23,3.72
0,-72,0,-71,0,0,-73,-72,0,-73,-73,-72,-73,0,0,0,-72,-73,0,0,-70,-67,-73,-69,-68,-72,-68,-65,-72,-68,-70,-69,-66,-71,-68,-70,-68,-69,-71,-70,-73,-69,-71,-63,-72,-73,-72,-71,-70,-69,1.25,3.87
-64,-63,-53,-64,-61,-58,-68,-65,-63,-62,-69,-67,-58,-57,-64,-64,-52,-66,-65,-59,-65,-55,-53,-52,-56,-55,-49,-36,-56,-49,-55,-62,-53,-67,-58,-60,-47,-20,-54,-70,-41,-62,-61,-60,-70,-63,-69,-65,-65,-64,3.56,2.46
-65,-70,-68,-68,0,-72,-70,-67,-70,-69,-65,0,0,-70,0,-72,0,0,0,0,-67,-67,-67,0,-68,0,-69,-68,0,-66,0,-72,0,-71,-68,-71,0,0,-70,-69,-70,-71,0,0,0,0,0,-70,0,-71,1.6,1.21
-63,-60,0,-33,-52,-63,-65,-66,-60,-56,-66,-49,-44,-20,-20,-47,-61,-62,-53,-53,-51,-59,-54,-20,-42,-48,-59,-55,-20,-61,-59,-57,-63,-59,-58,-20,-38,-64,-66,-63,-62,-60,-58,-60,-68,-66,-72,-66,-74,-69,4.93,1.51
-71,-71,-71,-73,-70,-71,-68,-70,-73,-70,-65,-67,-66,0,0,-61,-68,0,-72,0,0,0,0,0,0,-70,-62,-68,0,-68,-71,-71,-66,-70,-56,-61,-58,-66,-67,-61,-52,-68,-66,-58,-66,-69,-65,-69,-71,-63,2.4,4.09
-60,-60,-66,-40,-49,-60,-48,-20,-42,-57,-60,-54,-64,-63,-58,-61,-64,-65,-20,-54,-60,0,-56,-52,-58,-63,-63,-61,-61,-20,-63,-62,-65,-66,-63,-68,-64,-69,0,-69,-70,-66,-66,-68,-65,-73,-71,-71,-73,-64,3.83,0.87
-75,-72,-73,-70,-71,-72,-58,-72,-72,-72,-61,-72,-71,-71,-70,0,-72,0,0,0,-71,-73,0,-63,-71,-70,0,-73,0,-71,-73,-72,-72,-73,-73,-72,-73,-73,-74,-73,-74,-72,-71,-70,-72,-71,-70,-71,-71,-73,0.57,0.33
-65,-70,-64,-70,-64,-67,-70,-64,-49,-69,-70,-68,-62,-20,-65,-70,-65,-73,-66,-72,-71,-60,-70,-70,-68,-71,-69,-64,-69,-70,-71,-68,-67,-66,-54,-62,-67,-60,-66,-63,-68,-60,-65,-64,-72,-67,-47,-69,-71,-69,2.37,2.37
-66,-66,-68,0,0,0,0,-71,0,-67,0,0,-58,-69,-56,-49,-65,-62,-64,-66,-20,-47,-71,-70,0,-66,-63,-52,-63,-67,-65,-61,-60,-63,-66,-64,-61,-52,-63,-65,-65,-66,-52,-70,-65,-64,-67,-70,-68,-64,3.03,2.44
-72,-65,-69,-71,-67,-61,-73,-67,-65,-64,-67,-66,-72,-69,-59,-68,-56,-68,-67,-61,-70,-64,-69,-68,-64,-69,-73,-70,-71,-69,-68,-66,-60,-69,-54,-71,-67,-72,-67,-70,-60,-69,-73,-71,0,-72,-71,-69,-73,-73,1.69,1.69
-72,0,-73,-70,-68,-71,0,-70,-71,-67,-69,-72,-65,-73,-69,-71,-68,-71,-73,-70,-72,-67,-70,-74,-71,-69,-68,-70,-71,-70,-68,-75,-67,-69,-71,-72,-72,-67,-70,-68,-72,-67,-71,-72,-73,-67,-74,-71,-73,-73,1.02,2.15
-70,-59,-61,-45,-70,-67,-60,-63,-63,-57,-20,-20,-58,-63,-58,-50,-53,-50,-43,-47,-47,-20,-53,-60,-60,-61,-46,-38,-20,-57,-20,-58,-66,-67,-65,-60,-58,-20,-71,-71,-63,-62,-67,-66,-63,-70,-69,-69,-61,-66,4.53,1.82
-70,-73,-74,-75,-74,-71,-68,-70,-69,-73,-73,-69,-72,-73,-71,-71,-72,-74,-71,-72,-71,-71,-70,-68,-69,-71,-72,-73,-72,-71,-72,-69,-70,-73,-71,-70,-71,-69,-72,-71,-72,-70,-75,-73,-71,-73,-72,-72,-71,-73,0.18,2.17
-71,-70,-71,-72,0,0,0,-69,-71,0,0,-72,-72,-72,-69,-58,-66,-63,-67,-61,-69,-71,-68,-68,-68,-69,-63,-72,-70,-68,-69,-67,-68,-66,-64,-72,-67,-70,-68,-70,-68,-67,-56,-67,-67,-55,0,-64,-63,-62,2.56,4.64
-66,-72,-71,-72,-69,-66,-71,-73,-72,-69,-74,-66,-69,-71,-69,-71,-71,-74,-62,-74,-63,-65,-71,-73,-69,-66,-68,-68,-66,-68,-72,-70,-72,-66,-57,-75,-54,-69,-63,-64,-68,-68,-71,-68,-67,-68,-67,-64,0,-72,1.82,3.37
-65,-47,-65,-62,-20,-27,-53,-66,-69,0,-50,-55,-20,-20,-20,-50,-44,-34,-64,-20,-60,-20,-20,-54,-63,-20,0,-60,-20,-41,-38,-58,-65,-62,-61,-63,-64,-68,-62,-65,-39,-70,-71,-65,-69,-66,-67,-71,0,-74,4.35,1.27
-71,-71,-71,-72,-72,-73,-73,-72,-68,-73,-73,-70,-67,-72,-71,-71,-71,-71,-70,-61,-68,-67,-68,-68,-61,-68,-70,-73,-68,-66,-71,-58,-68,-65,-70,-70,-74,-64,-70,-68,-67,-70,-70,-65,-68,-68,-69,-70,-70,-71,1.87,3.3
-66,-66,-52,-71,-60,-61,-62,-60,-61,-63,-28,-62,-50,-57,-43,-53,-20,-68,-57,-64,-58,-60,-54,-61,0,0,-70,-54,0,-55,-63,-20,-68,-53,-56,-60,-70,-36,-64,-63,-54,-62,-68,-66,-65,-68,-70,-62,-69,-64,3.68,1.69
-20,-48,-62,-37,-38,-60,-66,-20,-44,-20,-59,-51,-68,-46,-69,-55,-59,0,-65,-61,-59,-60,-20,-65,-20,-68,-57,-43,-62,-67,-68,-71,-70,-61,-55,-69,-65,-48,-70,-65,-72,-68,-71,-71,-68,-69,-72,-73,-72,-71,4.06,0.28
-63,-57,-65,-65,-65,-20,-45,-71,-60,-60,-63,-62,-40,-53,-62,-48,-48,-59,-53,-20,-54,-34,0,-59,-60,-20,-20,-20,-20,-62,-61,-54,-62,-65,-20,-46,-48,-60,-64,-60,-59,-62,-69,-66,-68,-68,-62,-65,-60,-66,4.91,2.11
-68,-64,-64,-64,-63,-61,-69,-59,-63,-66,-62,-62,-44,-50,-28,-60,-56,-61,-62,-20,-20,-50,-40,-28,-49,-49,-64,-65,-20,-61,-53,0,-20,-20,-57,-49,-50,-55,0,-20,-52,-71,-67,-65,-60,-61,-67,-62,-66,-66,4.32,2.8
-66,-67,-73,-70,-71,-73,-70,-71,-73,-64,-67,-73,-66,-67,-70,-70,-72,-72,-71,-69,-71,-71,-69,-66,-70,-72,-74,-69,-66,-63,-74,-69,-70,-71,-73,-69,0,-74,-73,0,0,0,-71,-73,-72,-73,-72,-73,-73,-73,1.34,0.35
0,0,0,0,0,0,0,-69,-54,-68,-69,-64,-64,-64,-58,-58,-67,-67,-64,-66,-68,-20,-70,-66,-66,-52,-61,-54,-65,-62,-66,-59,-53,-60,-67,-20,-67,-70,-52,-67,-62,-63,-66,-64,-63,-70,-70,-64,-67,-65,3.35,2.43
-38,-68,-59,-65,-62,-57,-67,-60,-54,-60,-67,-63,-56,-65,-62,0,-35,-54,-49,-59,-62,-64,-56,-55,-66,-20,-20,-64,-20,-20,-63,-20,-20,-47,-65,-61,-56,-58,-63,-62,-61,-56,-68,-60,-66,-53,-63,-64,-72,-65,4.51,2.13
-71,-74,-71,-74,-74,-71,-71,-73,-69,-72,-71,-64,-69,-73,-68,-73,-72,-70,-73,-73,-72,0,-68,-71,-72,-71,-71,-72,-73,-68,-72,-73,-72,0,-72,-73,-74,-72,-71,-72,-73,-74,-72,-72,-73,-74,-70,-73,-73,-72,0.22,1.11
-66,-67,-69,-69,-65,-68,-59,-62,-68,-70,-66,0,-41,-67,-63,-64,-59,-64,-65,-45,-63,-64,-62,-56,-69,-67,-59,-61,-65,-62,0,-60,-69,-58,-62,-49,-70,-72,-68,-66,-74,-67,-68,-71,-68,-63,-71,-68,-72,-61,2.84,1.73
-71,0,-73,-72,0,-73,0,-71,0,-74,0,0,0,-72,-71,0,-71,-68,-73,-74,-65,-71,-73,-73,-69,-71,-72,-68,-71,-71,-66,-72,-66,-72,-72,-73,-71,-72,-70,-69,-72,-68,-71,-65,-72,-70,-72,-69,-70,-72,0.66,4.28
-73,-74,-70,-73,-71,-72,-72,-64,-70,-67,-73,-68,-67,-71,-72,-66,-69,-68,-71,-63,-69,-69,-63,-66,-61,-66,-59,-64,-70,-65,-70,0,-65,-66,-62,-67,-66,-59,-34,-55,-62,-63,-64,-58,-66,-68,-61,-71,-54,-70,2.78,3.75
-72,-71,-73,-73,-73,-73,-74,-73,-71,-74,-73,-71,-70,-74,-75,-72,-74,-71,-73,-69,-73,-73,-72,-73,-54,-73,-72,-70,-72,-74,-66,0,-67,-72,-71,-72,-71,-69,-72,-73,-72,-72,-73,-66,0,-73,-65,-71,-72,-72,0.39,3.75
-72,-67,-71,-72,-71,-68,-72,-70,-74,-68,-73,-69,-73,0,-70,-66,0,-66,-64,-66,0,0,0,0,0,0,0,-68,0,0,-72,-65,-56,-58,-67,-60,-65,-63,-62,-63,-59,-60,-60,-63,-68,-62,-64,-71,-62,-70,2.89,4.38
-69,-71,-72,-70,-72,-73,-70,-67,-71,-71,-63,-73,-69,-70,-69,-66,-70,-70,-72,-72,-70,-72,-72,-69,-71,-73,-69,-71,-69,-66,-71,-69,-71,-71,-68,-71,-72,-70,-69,0,-70,0,-72,-69,-71,-73,-69,-72,-69,-73,0.53,2.25
-66,-65,-72,-71,-72,-69,0,-67,-64,-68,-66,-73,-59,-69,-64,-67,-71,-60,-66,-67,-68,-65,-66,-60,-65,-71,-66,-73,-72,-64,0,0,-65,-67,-66,-65,-60,-64,-65,-71,-68,-65,-67,-68,-68,-66,-70,-71,-71,-68,2.03,2.54
-72,-72,-66,-71,-71,-72,-70,-73,-72,-68,-72,-72,-73,-73,-72,-71,-74,-72,-72,-70,-72,-72,-73,-71,-72,-74,-69,-71,-73,-74,-74,-70,-69,-72,-73,-69,-70,0,-72,-73,0,0,0,-74,-73,-73,-73,-72,-71,-71,0.07,0.29
-64,-72,-67,-70,-67,-71,-71,-67,-68,-67,-68,-69,-64,-65,-62,-65,-70,-66,-71,-70,-67,-69,-51,-67,-64,-70,-64,-68,-59,-66,-70,-62,-66,-60,0,0,0,-71,-69,-54,0,-65,0,0,-72,0,-61,-67,0,0,2.34,2.88
-66,-68,-62,-20,-64,-67,-69,-71,-67,-61,-64,-71,-67,-54,-60,-69,-62,-65,-68,-69,-62,-67,-69,-71,-65,-68,-65,-72,-58,-65,-66,-69,0,-74,-73,-70,-65,-72,-73,-67,-71,-72,-76,-71,-73,-72,-72,-74,-73,-71,2.55,0.46
-71,-72,-70,-74,-73,-72,-74,-73,-72,-73,-72,-73,-69,-68,-70,-68,-73,-71,-70,-72,-70,-66,-61,-71,-72,-69,-73,-72,-71,-69,-72,-73,-72,-70,-73,-71,0,0,-70,0,-72,-69,0,-71,-70,-72,-71,-72,-72,-72,0.56,2.57
-72,-73,-72,-73,-72,-73,-72,-70,-71,-68,-63,-67,-66,-71,-65,-68,-68,-61,-64,0,-66,-71,-68,-64,-69,-70,-64,-70,-67,-69,0,-71,-61,-61,-70,-67,-65,-59,-58,-58,-20,0,-66,-50,-59,-61,-65,-45,-55,-20,3.83,4.92
-60,-68,-67,-68,-65,0,-65,-66,-66,-68,-63,-62,-63,-55,-65,-55,-41,-67,-63,-59,-59,-70,-66,0,-52,-57,-52,-63,-42,-67,-67,-67,-63,-59,-59,-51,-53,-68,-70,-61,-57,-68,-62,-69,-56,-66,-70,-69,-48,-72,3.22,1.92
-73,-72,-75,-72,-73,-73,-72,-72,-74,-72,-72,-73,-73,-72,-73,-72,-73,-72,-73,-71,-71,-74,-72,-73,-71,-72,-72,-71,-72,-72,-73,-69,-70,-69,-74,-71,-69,-72,-74,-73,-73,-74,-74,-74,0,-71,-68,-73,-72,-67,0.15,3.88
-71,-62,-62,-66,-63,-68,-74,-70,-64,-73,-69,-73,-70,-65,-64,-71,-71,-68,-74,-66,-69,-65,-69,-71,-69,-68,-67,-70,-68,-70,-69,-72,-71,-74,-70,-72,-70,-73,-72,-73,-74,-75,-74,-68,-73,-73,-73,-70,-71,-73,1.68,0.15
-72,-73,-74,-73,-73,-72,-71,-73,-72,-72,-74,-72,-72,-72,-72,-70,-72,-72,-71,-65,-71,-65,-71,-74,-72,-66,-66,-72,-73,-74,-71,-72,-67,-71,-68,-71,-72,-71,-70,-73,-71,-71,-70,-72,-69,-66,-67,0,-69,0,0.86,4.27
-62,-61,-66,0,-73,-61,-71,-60,-65,-61,-57,-57,-65,-57,-43,-61,-64,-63,-62,-65,-61,-57,-59,-67,-61,-54,-20,-60,-65,-49,-53,-20,-25,-55,0,0,-57,-20,-52,-59,-65,-20,-62,-62,-45,-67,-63,-66,-67,-71,4.21,2.91
-72,-72,-71,-67,-73,-65,-67,-65,-70,-56,-69,-69,-64,-67,-65,-59,-68,-61,-62,-62,-61,-68,-68,-57,-65,-57,-58,-62,-70,-69,-60,-66,-51,-56,-60,-51,-54,-32,-68,-20,-41,-20,-42,-53,-64,-20,-64,-64,0,0,4.14,3.78
-71,-69,-71,-66,-59,-69,-67,-68,-72,-72,-69,-73,-72,-75,-71,-71,-71,-62,-62,-68,-68,-67,-72,-72,-62,-70,-72,-69,-72,-70,-73,-72,0,0,0,0,-71,-73,-69,-73,0,0,0,-73,0,-72,0,-73,-70,-72,1.27,1.39
-72,-67,-71,-73,-71,-69,-73,-70,-67,-73,-64,-73,-68,-65,-67,-67,-67,-66,-73,-69,-64,-57,0,-66,-64,-70,-67,-64,-65,-64,-69,-64,-67,-70,-57,-66,-65,-65,-68,-68,-71,-60,-64,-60,-68,-64,-65,-58,-68,-67,2.62,4.0
-71,-68,-71,-69,-72,-69,-67,-72,-73,-70,-67,-72,-69,-69,-70,-67,-58,-66,-62,-64,-65,-70,-66,-66,-66,-65,-69,-63,-64,-60,-69,-66,-65,-68,-69,-68,-65,-60,0,-61,-59,-60,-57,-60,-65,-63,-50,-57,-62,0,3.31,4.6
0,-73,-73,-69,-69,-70,-71,-66,-69,-69,-69,-68,-68,-67,-20,-64,-66,-61,-66,-63,-69,-63,-64,-69,-70,-65,-73,-68,-61,-64,-66,-64,-66,-62,-66,0,-71,0,-64,-69,-64,-63,0,-67,0,-71,-59,-64,-69,-54,2.82,3.42
-71,-74,-73,-73,-69,-72,-72,-71,-72,-73,-72,-68,-73,-66,-74,-71,-72,-70,-71,-66,-71,-74,-74,-71,-70,-68,-70,-74,-73,0,-63,0,-74,0,0,0,0,0,-70,0,0,-72,0,0,0,0,-73,-70,-71,-71,0.49,2.54
-71,-60,-70,0,-68,0,0,-70,-71,-74,-68,-58,-68,-72,-69,-70,-68,-71,-72,-63,-73,-69,-68,-70,-68,-71,-73,-74,-71,-70,-72,-73,-73,-73,-70,-67,-68,-70,-72,-67,-73,-73,-74,-71,-72,-70,-73,-72,-74,-71,1.35,0.83
-20,-67,-65,-70,-60,-60,-67,-64,-62,-62,-64,-65,-59,-60,-58,-59,-56,-66,-64,-66,0,-57,-68,-67,-74,-58,-55,0,-64,-70,-67,-72,-69,-60,0,0,-69,0,0,0,-70,-69,-69,-73,-65,-69,-69,-67,-73,-68,3.24,1.01
-71,-72,-62,-69,-67,-71,-69,-66,-67,-67,-71,-69,-71,-70,-61,-64,-70,-68,-69,-65,-55,-64,-62,-62,-71,-67,-69,-67,-66,-65,-73,-67,-63,-67,-65,-57,-65,-66,-73,-71,-72,-64,-70,-68,-72,-73,-66,-72,-73,-69,2.18,1.4
-56,-71,-61,-64,-66,-63,-69,-68,-70,-64,-67,-57,-65,-67,-66,-62,-66,-58,-68,-66,-57,-65,-66,-68,-70,-61,-65,-67,-70,-60,-60,-63,-67,-58,-49,-66,-62,-64,-64,-67,-65,-54,-62,-71,-71,-67,-64,-66,-72,-65,2.96,2.14
-69,-66,-72,-70,-66,-64,-67,-66,-67,-70,-66,-65,-36,-57,-64,-64,-66,-67,-63,-52,-64,-62,0,-20,0,0,-20,-52,0,0,0,-20,0,-60,-60,-40,-20,-54,-35,-20,-54,-60,-53,-39,-35,-65,-60,-57,-58,-59,4.68,3.62
-71,-73,-71,0,0,-74,-72,0,0,0,-72,-72,0,-63,0,-69,-67,0,0,-68,-73,0,0,0,0,0,0,-65,0,-69,0,0,0,0,0,0,-65,0,-67,0,-69,-68,0,-62,0,-68,-66,0,0,0,1.84,3.86
-65,-69,-41,-56,-51,-69,-58,0,-58,-64,-70,-63,0,-61,-56,-61,-63,-57,-60,-63,-70,-65,-71,-61,-63,-63,-59,-58,-46,-20,-66,-54,-60,-65,-64,-68,-61,-60,-58,-69,-64,-60,-62,-64,-71,-68,-67,-70,-66,-72,3.52,1.73
-69,-70,-66,-72,-66,-70,-72,-72,-73,-68,-70,-71,0,0,0,-69,-70,-72,-70,-75,-70,-69,-71,-70,-65,-71,-70,-71,-72,-63,-72,-71,-73,-72,-71,-70,-70,-74,-72,-73,-72,-68,-72,-74,-73,-73,-71,-74,-72,-73,0.68,1.2
-70,-67,-69,-71,-69,-68,-66,-67,-63,-60,-69,-62,-62,-66,-65,-64,-63,-54,-69,-66,-61,-65,-65,-62,-20,-57,-64,-55,-62,-64,-50,-57,0,-47,-20,-20,-55,-51,-20,0,0,0,0,-64,-58,0,-60,-62,-63,-60,3.96,3.22
-74,-71,-70,0,-70,-72,-70,-73,-72,-71,-70,-74,-73,-71,-73,0,-73,0,0,0,-70,0,-73,0,0,-70,0,-73,-72,0,-71,0,-73,-72,-71,-71,-67,-73,-73,-73,0,-71,-73,-72,-74,-72,-72,-71,-70,-71,0.12,2.92
-64,-68,-70,-68,-61,-62,-72,-66,-64,-62,-66,-64,-68,-69,-67,-67,-64,-60,-65,-69,-66,-66,-67,-65,-69,-66,-53,-64,-69,-63,-61,0,-67,-63,-65,-70,-69,-70,-70,-68,-69,-69,-67,-70,-66,-71,-70,-72,-71,-67,2.32,1.28
-50,-64,-47,-55,-58,-50,-63,-67,-60,-63,-54,-60,-56,-69,-55,-68,0,-54,-72,-66,-61,-60,-62,-68,-64,-66,-63,-65,-63,-61,-63,0,0,0,0,0,-67,-71,-62,-71,-72,0,-60,-65,-68,-67,-70,-73,-69,-70,3.46,0.93
0,0,-63,0,-71,0,0,0,-72,-71,-71,-72,-68,-69,-62,-66,-72,-61,-66,-66,-64,-65,-65,-62,-69,-66,-65,-68,-57,-73,-71,-68,-59,-65,-61,-58,-67,-71,-45,-59,-56,-61,-52,-64,-60,-61,-60,-59,0,-62,3.45,4.2
-75,-71,0,-73,-73,-74,-74,-71,-74,-73,-73,-73,-70,-75,-71,-69,-69,-72,-68,-73,-72,-73,-69,-74,-72,-73,-73,-71,-70,-74,-68,-71,-70,-73,-73,-70,-69,-72,-69,-69,-66,-64,-71,0,-70,-73,-67,0,0,-71,0.9,4.85
-71,-72,-67,-71,-70,-68,-65,-63,-63,-69,-68,-68,-62,-66,-69,-68,-72,-66,-69,-69,-68,-69,-67,-71,-70,-67,-72,-63,-73,-67,-70,-66,-72,-74,-72,-70,-70,-72,-71,-69,-66,-69,-71,-73,-72,-71,-72,0,-71,0,1.76,0.55
-71,-65,-63,-67,-72,-67,-70,-66,-63,-69,-69,-69,-69,-63,-66,-61,-67,-60,-51,-20,-61,-61,-58,-68,-66,-60,-68,-58,-54,-37,-20,-58,-63,-20,-20,-20,-20,-67,-47,-20,-20,-61,-41,-37,-38,-63,-53,-67,-20,-64,4.57,3.61
-68,-72,-70,-72,-71,-74,-73,-69,-75,-70,-72,-72,-70,0,0,0,-74,0,0,0,-72,0,0,-73,0,-73,-68,0,0,-71,-73,0,0,0,0,0,-73,-74,0,-73,0,-70,-72,0,0,-72,-73,-74,-72,-73,0.27,2.73
-69,-59,-64,-68,-63,-57,0,-58,-64,-64,-64,0,-63,-59,-67,-49,-67,-60,-63,-20,-61,-54,-53,-59,-59,-67,-59,-68,-64,-65,-70,-59,-66,-66,0,0,-56,-71,0,0,-64,-72,0,0,-65,-71,-69,-69,-70,-73,3.16,1.75
-73,-71,-71,-69,-73,-69,-73,-73,-73,-74,-71,-73,0,-70,-69,-71,-72,-66,-72,-69,-64,-52,-70,-69,-67,-65,-66,-71,-68,-62,-62,-68,-32,-58,-58,-65,-67,-69,-68,-69,-67,0,-66,0,0,-57,-61,-50,-53,0,3.41,4.99
-71,-72,-72,-66,-70,-66,-71,-65,-68,-71,-74,-71,-70,-70,-72,-64,-71,-67,-68,-72,-70,-69,-68,-70,-69,-71,-69,-69,-71,-71,-73,-72,-71,-71,-71,-68,-70,-74,-70,-70,-72,-68,-72,0,-73,0,-73,-66,-68,0,1.09,1.5
-65,-51,-64,-62,-61,0,-20,-64,-65,-20,-54,-42,-20,-62,-58,-52,-51,-23,0,-61,-49,-55,-20,-20,-56,-55,-20,-20,-20,-20,-20,-58,-62,-55,-65,-59,-60,-56,-60,-64,-60,-51,-62,-72,-70,-69,-68,-61,-69,-67,4.68,1.67
-72,-74,-70,-72,-73,-74,-71,-71,-72,-73,-73,-72,-70,-70,-73,-73,-72,-71,-73,-71,-69,-71,-74,-73,-73,-69,-71,-69,-74,-73,-73,-70,-73,-71,-64,-73,-73,-72,-71,-73,-69,-73,-72,-72,-74,-71,-72,-73,-71,-71,0.25,3.23
-70,-73,-73,-71,-70,-73,-66,0,-73,-66,-72,-72,-70,0,-70,-69,-70,-66,0,-66,-68,0,-69,0,-73,-72,0,0,0,0,-72,-68,0,-67,-70,-60,-64,-65,-70,-65,-65,-68,-67,-65,-63,-66,-71,-51,-69,-69,1.96,3.68
-70,-53,-62,-66,-65,-67,-67,-68,-68,-64,-67,-67,-67,-64,-69,-69,-62,-67,-72,-66,-68,-67,-67,-61,-70,-71,-66,-65,-72,-67,-69,-69,-67,-72,-70,-71,-69,-70,-73,-71,-71,-70,-64,-70,-73,-71,-72,-73,-71,-71,2.34,0.69
-52,-20,-63,-54,-58,-59,-59,-66,-49,-65,-51,-46,-20,-54,-50,-39,-59,-57,-63,-61,-50,-47,-58,-63,-69,-69,-64,0,-60,-52,-65,-64,-64,-67,-71,-65,-68,-66,-67,-73,-73,-70,-68,-71,-67,-68,-71,-70,-72,-69,3.4,0.6
-65,-65,-72,-67,-68,-70,-73,-69,0,-69,-72,-62,-66,-65,-68,-68,-69,-68,-70,-67,-70,-67,-72,-71,-64,-73,-70,-70,-72,-73,-71,-52,-73,-71,-68,-72,-69,-72,-69,-71,-70,-72,-73,-72,-68,-72,-73,-72,-70,-73,1.47,0.79
-74,-72,-72,-71,-73,-73,-73,-72,-73,-74,-73,0,0,0,-72,-69,-69,0,-73,0,0,0,0,0,0,-69,-71,0,-72,-74,-71,0,-73,-71,-72,-73,-72,-71,-70,-72,-72,-73,-73,-73,-69,-72,-72,-71,-73,-73,0.31,3.77
-73,0,-70,-74,-72,0,-70,-71,0,-74,0,-72,-68,-72,-71,-72,-69,-73,-73,-68,-72,-72,-71,-71,-66,-69,-71,-71,-68,-68,-72,-70,-72,-73,-65,-69,-73,-67,-73,-71,-69,-73,-72,-73,-72,0,-72,-69,-67,-72,0.37,3.39
-70,-63,-68,-63,-72,-71,-68,-65,-66,-65,-68,-70,-68,-72,-72,-72,0,-60,-67,-68,-70,-66,-71,-55,-66,0,-61,-65,-71,-69,-60,-70,-67,-66,-63,-64,-68,-58,-63,-62,-67,-73,-70,-72,-68,-69,-63,-71,-70,-73,2.21,2.91
-68,-67,-58,-67,-49,-59,-66,-62,-63,-24,-56,-49,-60,-65,-43,-64,-58,-62,-62,-66,-57,-54,-68,-65,-61,-47,-58,-20,-59,-69,-66,-69,0,-61,-71,-60,0,0,0,-68,-64,0,-63,-69,-70,-64,-69,-72,-73,-72,3.42,0.94
-63,-64,-69,-72,-69,-71,-62,0,0,-69,0,-67,0,-72,-51,-71,-70,-62,-69,-66,-61,-64,-63,-52,-70,-61,-66,-48,-64,-68,-71,-73,-70,-68,-70,-68,-66,-69,-71,-72,-71,-70,-69,-72,-65,-73,-72,-70,-72,-71,2.18,0.48
-58,-20,-20,-45,-51,-20,-20,-28,-44,-20,-20,-20,-43,-64,-53,-56,-51,-53,-63,-55,-67,-57,-65,-67,-48,0,-41,-68,-20,-56,-54,-57,-72,-71,-68,-64,-70,-63,-67,-61,-65,-56,-67,-63,0,-68,-72,-69,-73,-60,4.95,0.54
-65,-69,-70,-71,-58,-66,-63,-63,-69,-71,-63,-64,-52,-63,-62,-63,-31,-59,-61,-58,-20,-57,-59,-55,-55,-59,-62,-57,-34,-62,-63,-65,-64,-67,-58,-63,-28,-62,-66,-20,-47,-63,-53,-58,-59,-57,-56,-56,-61,-57,3.8,3.15
