0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,-56,-20,-51,-20,-20,-59,-58,-61,-20,-52,-55,-51,-54,-59,-20,-54,-60,-67,-54,-65,-55,-70,-65,-60,-65,-62,-62,-67,-20,-69,-59,-72,-64,-67,-70,-73,-60,0,-64,-71,-73,-69,-72,-66,-71,-75,-72,-72,0,4.15,0.16
-73,-71,-73,-72,-73,-72,-67,-72,-73,-73,-69,-72,-72,-72,-70,-71,-72,-71,0,0,-73,0,0,0,0,-70,0,0,-69,-69,-68,0,-70,-70,-63,-61,-51,-70,-68,-64,-63,-69,-71,-61,-66,-70,-67,-68,-68,0,1.91,4.47
-72,-71,-64,-69,-69,-62,-72,-63,-69,-68,-66,-61,-51,-63,-69,-63,-61,-65,-61,-63,-53,-70,-64,-61,-59,-61,-60,-59,-65,0,-71,-56,-63,-65,-44,-62,-63,-41,-61,-63,-62,-59,-71,-64,-69,-46,-62,-65,-72,-64,3.26,2.8
-60,-61,-38,-61,-20,-59,-58,-49,-53,-60,-63,-58,-61,-59,-64,-60,-63,-60,-51,-51,-33,-20,-50,-26,-20,-64,-55,-52,-47,-56,-65,-62,-55,-65,-56,-58,-68,-62,-62,-56,-61,-61,-71,-70,-67,-68,-69,-66,-69,-72,4.06,1.52
-72,-73,-71,-73,-70,-73,-69,-72,-73,-71,-72,-69,-73,-71,-70,-69,-70,-70,-73,-73,-73,-69,-71,-73,-68,-72,-73,-70,-68,-66,-57,-69,-70,-70,-73,-66,-72,-63,-69,0,-70,-70,-73,-70,-73,-72,-62,-72,-67,-71,0.84,3.77
-72,-68,-68,-74,-71,-73,-71,-65,-73,-72,-67,-71,-71,-68,-69,-71,-67,-57,-69,-65,-63,-67,-61,-65,-67,-73,-66,-58,-64,0,0,-59,-64,-64,-66,-65,-65,-66,-62,-64,-65,-20,-66,-59,-48,-53,-50,-51,-55,-57,3.78,4.29
-71,-68,-73,-72,-68,-75,-68,-69,-73,-72,-69,-72,-68,-72,-71,-69,-73,-58,-72,-73,-70,-66,-73,-68,-70,-69,-68,-67,-71,-72,-47,-69,0,0,0,0,0,-65,-71,-65,0,0,-72,-71,-71,-66,-70,-69,-69,-65,1.51,3.22
-71,-73,-71,-72,-71,-72,-72,-72,-72,-73,-72,-72,0,-71,-72,-74,-73,-68,-74,-66,-71,-66,-71,-71,-74,-74,-69,-68,-68,-68,-61,-70,-73,-68,-69,-70,-72,0,0,-66,0,0,-70,-73,-70,-73,-61,-67,-73,-71,1.26,3.92
-69,-20,-31,-57,-55,-20,-61,-61,-64,-38,-54,-59,-59,-50,-50,-50,-60,-20,-57,-57,-54,-58,-20,-63,-60,-67,-57,-67,-67,-63,-61,-52,-52,-63,-54,-56,-68,-65,-66,-68,-65,-66,-67,-71,-72,-73,-67,-66,-69,-72,4.54,0.95
-67,-70,-71,-71,-71,-72,-72,-73,-72,0,-73,-72,-72,-66,-73,0,-71,-66,-74,-71,-70,-67,-65,-67,-72,-66,-70,-73,-72,-67,-70,-72,0,0,0,-65,-72,-72,-64,-66,-71,-67,-67,-68,-70,0,-72,-74,-73,-72,0.94,2.48
-60,-65,-66,-65,-62,-65,-65,-61,-67,-62,-65,-69,-63,-66,-54,-59,-62,-62,-37,-60,-61,-52,-53,-67,-20,-63,-62,-52,-45,-55,-46,-60,-57,-49,-20,-20,-46,-46,0,-61,-64,-54,-64,-60,-66,-20,-60,-63,0,-67,4.33,2.78
-72,-73,0,0,0,0,-67,-69,-71,-72,-67,-66,-66,-70,-68,-58,-66,-66,-69,-70,-66,-63,-69,-67,-72,-63,-64,-66,-69,-67,-66,-68,-65,-68,-70,-68,-71,-54,-62,-63,-60,-62,-68,-56,-66,-62,-68,-72,-57,-61,2.48,3.7
-52,-65,-57,-54,-56,-66,-60,-67,-55,-57,-59,-60,-63,-63,-20,0,-58,-53,-65,-20,-47,-20,-63,-31,-63,-37,-43,-57,-54,-70,-59,-42,-58,-62,-57,-66,-64,-69,-63,-64,-70,-62,-64,-66,-70,-63,-72,-63,-68,-68,4.25,1.88
-74,-72,-71,-71,-72,-74,-71,-74,-68,-69,-71,-72,-73,-73,-73,-70,-72,-69,-69,-73,-73,-67,-73,-69,-72,-73,-72,-69,-70,-71,-71,-73,-72,-70,-71,-71,-72,-73,0,-70,-69,-72,-72,-72,-72,0,-74,0,0,-72,0.14,2.87
-72,-73,-71,-71,-73,0,0,-71,-70,-72,-65,-70,-71,-72,-71,-69,-68,-70,-68,-69,-70,-69,-68,-68,-64,-62,-74,-58,-70,-69,-66,-69,-72,-70,-63,-60,-71,-67,-57,-72,-68,-71,-70,-67,-73,-68,-67,-63,-69,0,1.83,4.01
-72,-59,-65,-48,-66,-71,-71,-64,-68,-62,-64,-60,-59,-70,-69,-65,-69,-62,-64,-64,-69,-68,-66,-58,-68,-61,-63,-70,-62,-66,-62,-74,-68,-70,-70,-71,-68,-64,-66,-66,-60,-72,-66,-73,-69,-73,-66,-72,-73,-70,2.35,0.8
-63,-66,-56,-69,-68,-69,-60,0,-61,-62,-57,-63,-66,-63,-67,-54,-63,-55,-20,0,-61,-50,-53,-64,-65,-50,-25,-59,-58,-53,-51,-57,-60,-33,-59,-20,-20,-61,-39,-59,-63,-51,-57,-51,-57,-62,-62,-57,-63,-48,4.55,3.2
0,-65,0,-72,0,0,-71,0,0,-61,-66,-71,-60,-63,-62,-71,-64,-67,-65,-66,-63,-70,-66,-67,-56,-66,-72,-67,-68,-70,-72,-66,-70,-65,-72,-71,-70,-63,-62,-72,-66,-70,-68,-63,-66,-67,-72,-67,-71,-71,2.07,2.8
-68,-70,-72,-68,-63,-68,-70,-67,-72,-68,-72,-71,-72,-66,-71,-71,-70,-71,-69,-67,-70,-72,-71,-71,-71,-74,-74,-72,-72,-72,-72,-71,-72,-70,-73,-74,-70,-73,-71,-72,-72,-71,-73,-72,-67,-73,-72,-74,-72,-71,0.76,0.53
-72,-73,-70,-72,-71,-72,-71,-73,-74,-73,-64,-68,-73,-72,-74,-69,-70,-72,-72,-73,-71,-72,-67,-72,-73,-71,-74,-72,-73,-73,-73,-71,-73,-74,-71,-68,-72,-73,-73,-73,-70,-71,-71,-72,-73,-73,-72,-72,-73,-73,0.99,0.03
-70,-73,-72,-72,-70,-72,-71,-73,-72,-72,-71,-68,-70,-68,-73,-73,-71,-69,-68,-70,-65,-71,-71,0,-67,-70,-67,-62,-70,-66,-70,-71,-65,-72,-71,-68,-63,-69,-44,-70,-61,-69,-56,-57,-67,-64,-70,-68,-64,-55,2.44,4.57
-72,-70,-72,-68,-72,-72,-73,-73,-73,-71,-73,-73,-73,-68,-70,-72,-74,-70,-72,-73,-72,-74,-68,-72,-74,-74,-71,-73,-71,-74,-72,-72,-72,-71,-71,-74,-73,-74,-70,-74,-72,-70,-72,-72,-71,-74,-73,-73,-70,-73,0.22,2.53
-72,-72,-71,-71,-75,-70,-73,-74,-73,-73,-71,-72,-73,-73,-68,-72,-73,-70,-73,-72,0,-74,-74,-71,-68,-73,-71,-72,-69,-73,-68,-71,-72,0,-72,-70,-70,-74,-72,-71,-70,-69,-73,-74,0,-66,-70,-73,-73,-64,0.26,3.5
-67,-56,-69,-64,-60,0,-64,-65,-68,-61,-69,-59,-73,-64,-65,-67,-57,-64,-66,-64,-64,-66,-50,-70,-65,-63,-67,-61,-60,-20,-62,-66,-66,-66,-66,0,0,0,0,0,-69,-63,-65,-72,-65,-67,-69,-70,-73,-66,2.72,1.89
-62,-55,-53,-53,-35,-59,-44,-65,-60,-58,-20,-20,-63,-62,-23,-50,-51,0,-20,-20,-43,-61,-62,-20,-66,-65,-62,-20,-56,-54,-60,-65,-61,-57,-63,-55,-64,-61,-67,-56,-55,0,-69,-69,-69,-71,-55,0,-70,-70,4.37,1.13
-54,-57,-64,-56,-20,-60,-64,-64,-67,-64,-58,-58,-64,-53,-63,-40,-50,-41,-55,-63,-59,-67,-68,-66,-62,-61,-65,-58,-66,-68,-65,-62,-64,-73,-69,-61,-69,-69,-69,-69,-73,-72,-68,0,-71,-71,-68,-74,-72,-73,3.17,0.2
-49,-65,-57,-62,-69,0,-53,-63,-55,-59,-64,-68,-63,-60,-53,-68,0,0,-63,-63,-66,-64,-58,-53,-62,-65,-45,-70,-67,-66,-73,-68,-61,0,-66,0,0,0,-68,0,0,0,-71,-72,-72,-71,-72,-73,-69,-72,3.02,0.0
0,0,-70,-73,-73,-71,-73,-73,0,-70,0,0,-72,0,0,-67,-66,-72,-70,-73,-69,-70,-69,-74,-64,-69,-72,-67,-67,-68,-72,-69,-69,-70,-69,-73,-68,-73,-68,-72,-68,-70,-66,-69,-75,-70,-67,-72,-70,-73,1.04,4.57
-72,-70,-72,-65,-73,-73,-71,-72,-72,-72,-72,-72,-70,-73,-68,-72,-69,-68,-72,-71,-72,-68,-73,-68,-71,-71,-67,-67,-73,-71,-70,-69,-66,-75,-71,-69,-69,-67,-71,-72,-64,-66,-72,-72,-69,-71,-66,-68,-71,-68,1.67,4.49
-60,0,-66,-63,-67,-59,-64,-58,-57,-64,-62,0,-51,-53,-42,-56,-56,-49,0,-63,0,0,0,-58,-53,0,0,0,0,-57,0,0,-49,-60,-20,-67,-49,-65,-20,-68,-65,-65,-70,-20,-65,-67,-64,-65,-67,-65,4.36,2.26
-74,-70,-66,-66,-66,-67,-73,-73,-68,-72,-67,-68,-66,-71,-66,0,-63,-72,-67,0,0,0,0,0,-71,-68,-66,-69,-65,0,-67,-66,0,-69,0,0,0,0,0,0,0,0,-62,-71,0,-71,0,-70,-69,-70,2.07,2.69
-73,-72,-71,-73,-69,-67,-69,-70,-71,-73,-69,-70,-71,-72,-73,-65,-62,-67,-67,-64,-66,-73,-71,-64,-72,-65,-69,-64,-68,-52,-70,-68,-67,-74,-68,-67,-66,-61,-64,-31,-59,-69,-61,-58,-66,-68,-67,-69,-59,-72,2.56,3.76
-60,-20,-64,-51,-70,-57,-59,-67,-53,-62,-59,-54,-58,-58,-59,-57,-66,-64,-69,-66,-68,-63,-63,-67,-67,-65,-65,-62,-60,-61,-58,-63,-66,-68,-64,-56,-58,-72,-67,-63,-72,-67,-71,-62,-69,-69,-71,-73,-72,-72,3.62,0.31
-65,-62,-69,-72,-62,-70,-72,-74,-69,-70,-71,-63,-62,-71,-69,-67,-57,-68,-68,-68,-69,-68,-59,-62,0,-58,-67,-58,-56,-68,-70,-68,-66,-65,-69,-53,-68,-61,-68,-69,-70,0,0,-70,0,-72,-64,0,0,-68,2.26,1.57
-70,-68,-69,-72,-67,-63,-70,-72,-60,-65,-67,-69,-70,-58,-63,-73,-43,-65,-67,-67,0,-55,-63,-64,-57,0,-50,-64,-64,-54,-61,-61,-40,-56,-20,-20,-62,-57,-20,-46,-65,-60,-20,-20,-60,-35,-55,-58,-55,-67,4.43,3.71
-69,-69,-61,0,-71,-70,-66,-72,-64,-67,-71,-71,-68,-71,-70,-71,-64,-72,-71,-70,-73,-67,-70,-62,-69,-72,-62,-70,-66,-73,-69,-71,-67,-69,-71,-72,-73,-70,-74,-73,-72,-73,-74,-72,0,-70,-74,-70,-71,-72,1.43,0.63
-66,-69,-72,-72,-66,-66,-62,-65,-70,-69,-68,-68,-57,-69,-68,-67,-64,-69,-66,-70,-70,-73,-71,-65,-69,-58,-68,-60,-66,-71,-69,-55,-56,-67,-61,-63,0,-70,-66,-71,-69,-68,-65,-62,-69,-66,-70,-73,0,-70,1.84,2.85
-69,-70,-71,-66,-64,0,-67,-67,-74,-61,-71,-69,-65,-67,-68,-64,-64,-71,-63,-66,-70,-63,-68,-72,-62,-61,-66,-68,-68,-65,-70,-65,-66,-73,-67,-74,-73,-68,-72,-69,-65,-66,-64,-68,-72,-73,-71,-69,-73,-71,2.2,0.85
-73,-73,-71,-71,-71,-71,-72,-74,-70,-75,-70,-71,-70,-71,-72,-67,-68,-64,-67,-68,-56,-66,-66,-67,-64,-66,-67,-64,-67,-57,-69,-70,-71,-64,-64,0,-69,-60,-64,-51,-62,-62,-63,-62,-72,-68,-59,-65,-67,-64,2.97,4.64
-72,-72,-71,-68,-73,-71,-66,-70,-72,-70,-68,-70,-62,-69,-67,-72,-68,-66,-67,-69,-66,-52,-67,-65,-60,-69,-66,-61,-66,-68,-56,-58,-66,-44,-64,-58,-20,-62,-59,0,-47,-66,-20,-56,-46,-20,-65,-55,-55,-51,4.82,4.5
-64,-53,-57,-61,-60,-63,-67,-64,-56,-54,-60,-61,-60,-63,-59,-20,-55,-60,-64,-54,-68,-69,-63,-63,-61,-55,-62,-62,-63,-62,-61,-64,-64,-67,-62,-61,-24,-70,-70,-57,-66,-68,-69,-71,-70,-71,-73,-73,-72,-71,3.39,0.85
-71,-71,-73,-71,-66,-68,-67,-68,-69,-73,-69,-55,-68,-67,-68,-65,-70,-68,-68,-70,-69,-63,-68,-61,-63,-67,-69,-67,-71,-61,-71,-71,-67,-66,-69,-61,-64,-71,-55,-65,-60,-56,-60,-66,-65,-69,-62,0,-56,-65,2.58,3.46
-71,-58,-69,-69,-69,-66,-67,-69,-68,-71,-66,-65,-66,-70,-64,-61,-61,-59,-70,-72,-55,-68,-68,-62,-67,-68,-60,-68,-69,-70,-66,-67,-67,-63,0,-69,-69,0,-66,-63,-72,-69,-71,-74,-73,-72,-73,-72,-73,-73,2.26,1.19
-58,-63,-69,-72,-71,-66,-64,-67,-64,-57,-61,-64,-55,-47,-68,-69,-62,0,-67,-63,0,-70,-67,0,-62,-64,0,-69,-57,-55,-68,-64,-68,-70,-67,-66,-69,-70,-72,-71,-72,-70,-68,-66,-72,-70,-70,-72,0,0,2.45,1.46
-65,-66,-61,-70,-67,-66,-64,-62,-72,-65,-66,-64,-59,-70,-67,-61,-67,-61,-63,-66,-65,-68,-63,-60,-70,-20,-60,-66,-67,-65,-67,-69,-70,-72,-53,-68,-67,-59,-63,-62,-61,-68,-64,-68,-66,-67,-66,-70,-67,-61,2.76,2.46
-62,-58,-70,-62,-66,-20,-67,-62,-58,-69,-57,-63,-59,-57,-38,-60,-64,-62,-62,-65,-68,-60,-66,-59,-62,-55,-63,-62,-58,-50,-72,-63,-61,-68,-58,-67,-69,-65,-70,-71,-66,-64,-73,-68,-68,-68,-69,-73,-71,-70,3.24,0.74
-71,-74,-73,-73,-64,-73,-70,-74,-72,-70,-72,-70,-72,-73,-70,-73,-63,-70,-72,-73,-71,-73,-71,-72,-69,-70,-72,-74,-71,-71,-70,-69,-70,-70,-70,-72,-73,-69,-71,-72,-66,-74,-72,-71,-70,-69,-67,-70,-74,-71,0.68,2.75
-71,-68,-73,-72,-71,-72,-70,-72,-73,-72,-72,-72,-70,-73,-72,-71,-69,-68,-71,-71,-67,-73,-73,-71,-72,-72,-71,-73,-68,-71,-72,-74,-72,-72,-73,-72,-73,-71,-73,-69,-73,-70,-75,-74,-63,0,-72,-71,-74,-73,0.5,0.46
-56,-55,-20,-20,-46,-20,-37,-57,-20,-58,-20,-55,-62,-57,-57,-57,-20,-31,-61,-20,-64,-67,-45,-58,-67,-56,-34,-48,-39,-20,-69,-62,-50,-62,-73,-63,-68,-68,-66,-74,-62,-63,-68,-64,-72,-73,-73,-69,-71,-67,4.47,0.66
-73,-72,-70,0,-74,-69,-71,-72,-74,-71,-72,-69,-72,-68,-61,-68,-70,-73,-68,-70,-71,-65,-67,-69,-65,-65,-72,-72,-71,-70,-70,-62,-67,-66,-72,-67,-66,-70,-65,-69,-65,-66,-71,-66,-70,-60,-72,-67,-73,-64,2.32,4.49
-70,-69,-64,-72,-72,-73,-72,-72,-73,0,-68,-60,-65,-66,-65,-60,-67,-68,-68,-59,-65,-62,-69,-68,-72,-65,-63,-61,-58,-64,-62,-66,-63,-68,-59,-60,-20,-65,-63,-55,-56,-62,-48,-41,-42,-20,-65,-63,-56,-60,3.48,3.93
-63,-59,-54,-49,-26,-62,-45,-47,-54,-61,-20,-20,-20,-59,-20,-66,-20,-20,-61,-63,-54,-59,-46,0,0,-20,-55,-65,-56,-62,-66,-64,-53,-61,-67,-64,-66,-63,-65,-69,-66,-67,-61,-67,-67,-72,-68,-70,-72,-70,4.47,0.85
-70,-69,-66,-72,-69,-72,-69,-67,-72,-73,-71,-71,-72,-66,-64,-70,-67,-70,-70,-70,-69,-62,-67,-71,-73,-74,-69,-68,-71,-72,-74,-68,-70,-71,-72,-72,0,0,0,0,0,0,-70,-75,-72,0,0,-69,0,0,0.99,1.09
-73,-69,-71,-75,-74,-69,-73,-73,-72,-72,-72,-73,-66,-73,-70,-72,-69,-69,-72,-74,-68,0,-70,-71,-67,-64,-65,-67,-68,-68,-69,-70,-65,-71,-58,-41,-69,-63,-54,-71,-61,-52,-66,-59,-68,0,0,-64,-61,0,2.12,4.16
-74,-74,0,-72,-66,-69,-71,-74,-71,-71,-66,-69,-71,-67,-71,-70,-68,-69,-67,-66,-63,-65,-56,-58,-65,-67,-65,-72,-70,-64,-51,-63,-56,-55,-62,-62,-62,-67,-63,-56,-52,-60,-53,-49,-53,-52,-52,-44,-48,-50,4.26,4.65
-74,-72,-72,-72,-72,-73,-73,-72,-73,-73,-71,-72,-73,-71,-73,-73,-72,-72,-73,-73,-74,-75,-71,-73,-71,-72,-73,-71,-75,-71,-72,-73,-70,-72,-75,-72,-73,0,-69,-72,-72,-71,-72,-73,-72,-72,-66,-68,-70,-72,0.24,4.61
-72,0,0,-72,0,-73,-68,-72,0,0,0,-74,-72,-72,-70,-73,-72,-70,-71,-71,-66,-70,-72,-66,-73,-71,-70,-73,-63,0,-72,-72,-71,-72,-74,-73,-72,-73,-71,-71,-68,-71,-70,-70,-73,-71,-68,-72,-71,-72,0.51,3.06
-60,-63,-72,-67,-64,-67,-58,-52,-59,-20,-66,-62,-64,-64,-60,-59,-64,-56,-57,-64,-53,-66,-64,-20,-68,-66,-65,-56,-58,-62,-60,-59,-59,-65,-59,-62,-65,-52,-52,-65,-20,-60,-62,-70,-64,-65,-67,-64,-66,-68,3.46,2.29
0,-64,0,-65,-67,-65,-63,-58,-59,-60,-59,-61,0,-56,-62,-62,-72,-69,-63,-59,-65,0,-40,-62,-69,-64,-65,-71,-69,-57,-69,-59,-58,-68,-70,-72,-73,-65,-74,-71,-69,-75,-73,-73,-70,-72,-72,-73,-73,-72,3.14,0.11
-48,-62,-49,-57,-49,-45,-58,-20,-45,-20,-62,-63,-61,-56,-20,-48,-66,-40,-20,-60,-71,-20,-65,-66,-44,-47,-20,-66,-62,-64,-37,-64,-67,-62,-66,-65,-69,-51,-69,-73,-68,-64,-70,-60,-61,-73,-65,-67,-73,-65,4.76,0.71
-72,-69,-70,-69,-73,-69,-73,-70,-69,-68,-70,-69,-68,-65,-68,-65,-68,-68,-60,-71,-69,-58,-53,-64,-66,-66,-68,-66,-57,-64,-68,-62,-59,-65,-62,-61,-66,-58,-65,-64,-70,-61,-52,-68,-57,-65,-63,-62,-65,-60,3.47,3.82
-65,-66,-65,-59,-66,-63,-70,-70,-72,-49,-65,-61,-53,-59,-60,-64,-24,-64,-62,-20,-20,-61,-72,-60,-55,-58,-66,-61,-42,-56,-26,-67,-55,-42,-57,-50,-60,-58,-41,-67,-54,-58,-59,-69,-68,-65,-60,-69,-70,-68,3.59,2.05
-72,-72,-67,-61,-69,-68,-67,-66,-67,-68,-71,0,-65,-62,-73,-68,-63,-69,-72,-64,-69,-65,-66,-62,0,-66,0,0,0,0,0,-64,0,0,0,-73,-69,-70,-75,-69,-72,-71,-68,-74,-71,-71,-72,-72,-70,-70,1.93,0.54
-62,-71,-68,-71,-67,-71,-62,-68,-66,0,-61,0,-66,-71,-57,-67,-63,-64,-63,-60,-71,-55,-57,-57,0,-64,-64,-66,-67,-69,-20,-20,-63,-59,-59,-59,-61,-68,-64,-63,-68,-63,-66,-64,-70,-69,-72,-66,-67,-70,2.86,2.54
-66,-71,-70,-70,-73,-71,-71,-72,-71,-72,-71,-69,-73,-69,-73,-74,-71,-72,-73,-72,-69,-72,-72,-73,-72,-71,-72,-69,-70,-68,-70,-72,-71,-72,-71,-67,-72,-71,-73,-66,-72,-71,-72,-72,-72,-72,-73,-74,-72,-72,0.24,1.87
-70,-69,-71,-61,-73,-67,-70,-71,-70,-65,-69,-64,-70,-64,-65,-68,-69,-73,-63,-61,-68,-56,-64,-65,-62,-63,-65,-63,-60,-65,-61,-70,-51,-53,-43,-66,-57,-20,0,-62,0,0,0,-48,-53,-53,-65,-55,-57,-47,4.24,4.04
-68,-71,-69,-72,-71,-72,-72,-71,-74,-73,-71,-73,-72,-71,-71,-71,-70,-70,-72,-72,-72,-70,-68,-72,-71,-72,-73,-72,-73,-73,-66,-69,-68,-68,-72,-70,-72,-70,-70,-72,-72,-69,-74,-71,-69,0,0,0,0,-73,0.48,4.14
-56,-20,-60,-20,-53,-53,0,-51,-44,-62,-20,-47,-51,-63,-57,-54,-54,-58,-56,0,-67,-58,-58,-55,-58,-62,-60,-52,-43,-59,-30,-63,-55,-68,-61,0,-71,-68,-66,-68,-66,-66,-67,0,0,-72,-71,-68,-71,-73,4.38,0.61
0,0,0,-70,-71,-71,-70,0,0,-73,-70,-65,0,-74,-65,0,0,0,-68,0,-69,-69,-65,-61,-67,-68,-69,-71,-65,-65,-71,-62,-68,-71,-64,-59,-63,-70,-73,-69,-62,-70,0,-68,-69,-63,-73,-69,-69,-64,2.17,2.96
-72,-73,-73,-72,-71,-72,-72,-73,-70,-74,-70,-72,-69,-68,-72,-72,-72,-67,-68,-72,-72,-72,-70,-60,-71,-57,-69,-65,-69,-72,-64,-69,-69,-72,-70,-68,-55,-67,-68,-72,-72,-66,-71,-69,-70,-69,-66,0,0,-69,1.84,3.97
-73,-73,-73,-71,-70,-70,-72,-71,-71,-72,-73,-68,-73,-73,-73,-72,-72,-68,-70,-66,-71,-69,-67,-71,-67,-65,-72,-72,-69,-73,-67,-70,-71,-69,-69,-71,-70,-68,-69,-70,-64,-66,-62,-73,-72,-69,-72,-71,-72,-70,1.14,3.89
0,0,0,-72,0,0,-67,0,-68,-68,-59,-67,-70,-69,-73,-65,-73,-75,-74,-68,-73,-62,-66,-68,-73,-73,-66,-67,-66,-74,-72,-69,-74,-69,-71,-71,-71,-67,-74,-73,-68,-70,-71,-68,-72,-72,-71,-72,-74,-73,1.26,0.76
-61,-55,-60,-60,-69,-51,-64,-69,-59,-60,-65,-20,-63,-64,-55,-65,-57,-64,-61,-60,-57,-54,-67,-65,-54,-63,-48,-46,-60,-63,-60,-71,-62,-65,-59,-63,-46,-62,-63,-68,-67,-69,-66,-67,-68,-63,-72,-72,-65,-66,3.5,1.43
-75,-70,-71,-70,-73,-67,-68,-68,-69,-73,-71,-68,-69,-72,-71,-72,-72,-70,-73,-69,-66,-68,-68,-73,-65,-69,-74,-71,-75,-71,-73,-73,-73,-71,-73,-74,0,-72,-72,-73,-72,-73,-72,-72,-69,-71,-72,-72,-74,-74,0.51,0.42
-73,-70,-72,-71,-70,-71,-72,-69,-71,-72,-73,-73,-71,-68,-63,-71,-70,-69,-71,-67,-70,-72,-65,-74,-72,-69,-73,-71,-73,-68,-66,-74,0,0,-70,0,0,-73,-73,-73,-72,-72,-70,-74,-71,-71,-73,-73,-71,-71,0.54,2.07
-63,-55,-65,-69,-63,-68,-64,-59,-71,-63,-66,-66,-63,-60,-57,-64,-60,-64,-67,-66,-59,-70,-68,-66,-69,-67,-64,-68,-67,0,-68,-65,-65,-67,-65,-63,-66,-70,-68,-69,-69,-66,-72,-69,-71,-67,-73,-72,-73,-72,2.97,0.41
-70,-70,-72,-72,-73,-72,-72,-55,-68,-70,-70,-73,-66,-64,-60,-70,-66,-70,-67,-61,-70,-71,-73,-68,-59,-68,-64,-66,-69,-64,-68,-60,-67,-65,-55,-62,-56,-67,-68,-67,-70,-46,-64,-66,-64,-61,-70,0,-51,-71,2.25,3.21
-70,-72,-72,-73,-68,-68,-73,-72,-62,-71,-71,-69,-70,-72,-67,-69,-70,-73,-72,-70,-68,-69,-69,-67,-74,-72,0,-68,-71,-71,-72,-73,-73,0,-73,-70,0,0,-73,-68,-72,-70,-72,-69,-72,-73,-69,-73,-73,-72,0.91,1.24
-67,-66,-72,-72,-69,-69,-66,-71,-72,-62,-71,-64,-70,-62,-64,0,-56,-68,-56,-63,-66,-63,-65,-65,-67,-60,-72,-65,-70,-63,-58,-66,-55,-69,-58,-63,-20,-39,-20,-53,-55,-48,-67,-63,-39,-58,-47,-60,-46,-61,4.58,4.08
-20,-56,-20,-20,-51,-55,-47,-34,-33,-20,0,-20,-57,-49,0,-46,-66,-53,-64,-59,-61,-61,-67,-51,-65,-51,-62,-67,-58,-65,-67,-68,-66,-64,-61,-67,-71,-67,-58,-65,-68,-73,-71,-72,-69,-71,-69,-71,-69,-71,4.59,0.32
-75,0,-73,-72,0,-71,-73,-67,-71,-69,-66,-71,-69,-72,-66,-69,-62,-64,-65,-65,-67,-68,-65,-64,0,-60,-66,-60,-57,-65,-67,-65,-70,-64,-67,-68,-54,-66,-58,-66,-51,-66,-69,-60,-67,-64,-70,-68,-68,-59,2.34,3.45
-73,-73,-70,-70,-66,-72,-70,-73,-74,-72,-72,-68,-72,-65,-68,-63,-66,-67,-66,-73,-66,-66,-68,-70,-69,-66,-71,-64,-62,-66,-67,-66,0,-63,0,-62,-68,-56,-65,-34,-65,-56,-46,-69,-58,-64,-60,-20,-54,-33,3.45,4.84
-73,-72,-69,-71,-72,-66,-72,-72,-68,-66,-72,-68,-67,-63,-68,-68,-69,-65,-63,-69,-70,-72,-64,-61,-71,-68,-67,-71,-63,-69,-65,-69,-72,-64,-71,-69,-64,-68,-65,-70,-71,-67,-68,-67,-70,-72,-66,-66,-68,-71,2.08,3.83
-72,-69,-72,-73,-69,-72,-74,-73,-74,-74,-74,-71,-67,-73,-73,-71,-70,-70,-71,-74,-66,-63,-72,-72,-71,-73,-70,-72,-70,-72,-69,-70,-69,-72,-71,-71,-71,-73,-66,-73,-72,-73,-74,-73,-73,-67,-73,-70,-67,-70,0.6,4.19
-69,-61,-64,-65,-50,-59,-54,-59,-67,-70,-65,-47,0,0,0,0,0,-67,-58,-67,-68,-64,-69,-59,-68,-62,-66,-61,-66,-72,-72,-73,-69,-61,-68,-67,-72,-72,-72,-73,-64,-67,-73,-71,-72,-69,-71,-73,-69,-74,2.56,0.48
-55,-47,-51,-63,-67,-65,-62,-45,-54,-49,-50,-60,-63,-45,-66,-21,-64,-60,-59,-63,-53,-45,-20,-63,-42,-46,-20,-62,-54,-62,-63,-56,-59,-55,-53,-57,-67,-54,-64,-63,0,-63,-65,-67,-65,-62,-67,-65,-66,0,3.75,1.99
-69,-74,-69,-67,-64,-66,-72,-72,-68,-59,-73,-63,-68,-71,-66,-50,-69,0,-74,-67,-59,-55,-66,-20,-68,-62,-61,-61,-20,-64,-56,0,-20,-56,-67,-41,-63,-46,-20,-20,-20,-59,-20,-54,-51,-63,-56,-52,-20,-29,4.46,4.04
-72,-69,-72,-74,-71,-73,-70,-73,-73,-73,-71,-71,-69,-67,-70,-67,-68,-72,-72,-73,-68,-73,-72,-72,-73,-66,-71,-65,-73,-74,-70,-73,-72,-73,-72,0,0,0,-74,-75,-70,-74,-73,-72,-74,-73,-73,-71,-73,-71,0.22,1.26
-72,-69,-68,-67,-65,-68,-72,-70,-69,-66,-69,-65,-68,-67,-68,-67,-63,-59,-60,-64,-65,-53,-60,-64,-60,0,-52,-61,-56,-65,-27,-43,-64,-62,-52,-20,-20,-58,-20,-61,-54,-47,-58,-51,-59,-59,-63,-57,-58,-51,4.1,3.66
